Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
Pubmed	11544178	Large scale transgenic and cluster deletion analysis of the HoxD complex separate an ancestral regulatory module from evolutionary innovations.	Pubmed	1.414E-9	1.197E-4	7.673E-7	9.149E-6	7	10	HOXD3,HOXD4,HOXD8,HOXD10,HOXD11,HOXD12,HOXD13
Pubmed	11060466	Clustering of two fragile sites and seven homeobox genes in human chromosome region 2q31-->q32.1.	Pubmed	1.414E-9	1.197E-4	7.673E-7	9.149E-6	7	10	HOXD3,HOXD4,HOXD8,HOXD10,HOXD11,HOXD12,HOXD13
Pubmed	28298427	Systematic protein-protein interaction mapping for clinically relevant human GPCRs.	Pubmed	1.553E-9	1.314E-4	8.371E-7	9.981E-6	50	697	ADORA2A,MOG,THOC5,ARRB2,ATP6V0C,NEU1,BNIP3,NF2,NPC1,OAZ2,CD81,CMTM3,CHN1,DHRS1,CCR6,YIPF3,C1orf43,CTSA,CSNK2B,BLOC1S6,DMWD,RABGGTB,CCDC25,SLC35B1,HMGN4,VTI1B,FOLR1,DHRS7,GHITM,GABBR1,USP33,SLC39A1,GAPDH,ACTR10,DBNDD2,ASH1L,EHMT2,TMEM234,BAZ2A,SERINC5,HDGF,TPM3,CBX3,HNRNPA1,HNRNPK,USP4,HSPA1B,CNBP,SLC44A2,GJC2
Pubmed	17643375	Systematic analysis of the protein interaction network for the human transcription machinery reveals the identity of the 7SK capping enzyme.	Pubmed	1.661E-9	1.406E-4	8.897E-7	1.061E-5	35	390	LSM2,HNRNPM,CDK7,POLR1A,POLR2B,CSNK2B,SYTL2,DOCK1,TAF3,MOB1A,FGG,TTI2,IGF2BP3,IPO9,USP39,SNRPD3,SNRPF,SNRPG,LUC7L3,TAF9,SNRNP27,POLR3A,GTF2A1,GTF2F1,HNRNPA1,HNRNPA2B1,HNRNPD,HNRNPK,HNRNPL,HSPA1L,HSPD1,ILF3,EXOSC5,INTS3,BAG6
Pubmed	22268729	Proteomic identification of common SCF ubiquitin ligase FBXO6-interacting glycoproteins in three kinds of cells.	Pubmed	1.726E-9	1.461E-4	9.188E-7	1.096E-5	46	613	MAT2A,ARF1,RNASET2,HNRNPM,NEDD8,NEU1,NPC1,SNORA41,SLC25A3,CLIC1,ARIH1,POLR2B,CTSA,CTSB,TMEM214,PIGK,SMC4,SLC25A13,FDFT1,ERLIN1,IGF2BP3,NAAA,GAPDH,IKBIP,GGCX,NUP210,OS9,TGFB1,SF3B1,TMPO,TMEM131,HNRNPA1,HNRNPA2B1,HNRNPK,HNRNPL,TMEM245,HSPA1A,HSPA1B,VARS1,HSPD1,ICAM4,ILF3,PIGS,LAMC1,LMNB1,LRP1
Pubmed	14667819	Analysis of a high-throughput yeast two-hybrid system and its use to predict the function of intracellular proteins encoded within the human MHC class III region.	Pubmed	1.816E-9	1.537E-4	9.609E-7	1.146E-5	18	111	LSM2,C6orf47,ATP5MC3,ATP6V1G2,HNRNPM,MBD4,PBX2,CLIC1,CSNK2B,UBAP2L,QARS1,RNF5,FLOT2,GPSM3,HNRNPA1,BAG6,DDX39B,ABHD16A
Pubmed	19938081	Altered transmission of HOX and apoptotic SNPs identify a potential common pathway for clubfoot.	Pubmed	1.897E-9	1.605E-4	9.972E-7	1.189E-5	8	15	HOXA2,HOXA5,HOXA9,HOXD3,HOXD4,HOXD8,HOXD11,HOXD12
Pubmed	17535249	Critical role of the p400/mDomino chromatin-remodeling ATPase in embryonic hematopoiesis.	Pubmed	2.224E-9	1.883E-4	1.162E-6	1.386E-5	10	28	ASCL1,PAX6,HOXA5,HOXA6,HOXA7,HOXA9,HOXB6,HOXB8,HOXB9,HOXD8
Pubmed	31343991	Impaired plasma membrane localization of ubiquitin ligase complex underlies 3-M syndrome development.	Pubmed	2.634E-9	2.230E-4	1.365E-6	1.628E-5	40	496	ABCF1,SPRED2,MMP9,DOCK6,MRPS18B,APAF1,NEDD8,NF2,FUBP1,SLC25A3,CLK1,ZRANB2,POLR1A,KANK2,CTRL,PSMB2,PSMB6,G3BP2,DIAPH1,DLAT,RBM4B,SDAD1,RBM6,EPHB6,LRRC59,EIF3M,AGPAT1,ERLIN1,CKAP4,AGTPBP1,PCDHGA3,VWA7,EMILIN1,TGFB1,TMPO,TOP2A,HSPA1L,EXOSC5,ZYX,LCK
Pubmed	21319273	An important role for CDK2 in G1 to S checkpoint activation and DNA damage response in human embryonic stem cells.	Pubmed	2.645E-9	2.239E-4	1.365E-6	1.628E-5	35	397	ARF1,EIF3I,HNRNPM,FUBP1,DHRS1,SLC25A3,CLIC1,BZW1,PSMB6,G3BP2,AURKAIP1,QARS1,SMC4,RPL23A,RPL26,RPS24,RPS27,S100A8,SFPQ,IFITM2,IGF2BP3,SNRPF,GAPDH,TARS1,TPM3,HNRNPA1,HNRNPD,HNRNPK,VARS1,HSPD1,HSPE1,IDH2,ILF3,USP7,DDX39B
Pubmed	16919269	A global genomic transcriptional code associated with CNS-expressed genes.	Pubmed	2.681E-9	2.269E-4	1.375E-6	1.640E-5	30	304	SPRED2,ACADSB,UNCX,APAF1,PAX6,CHN1,ARIH1,POU3F3,PAK1IP1,SLC35B3,RCN1,ELP4,MRM1,RSRC1,ZIC4,XRN2,SHOX2,BLOC1S5,GAPDH,C11orf58,TMPO,CARHSP1,HOXB5,HOXB6,HOXD12,HOXD13,GFM1,LXN,IMMP1L,SLC4A10
Pubmed	31300519	PINK1 Content in Mitochondria is Regulated by ER-Associated Degradation.	Pubmed	2.832E-9	2.397E-4	1.444E-6	1.722E-5	39	477	CGN,DHX16,ARF1,NACA,HNRNPM,FUBP1,CA2,SLC25A3,COL1A1,C1orf35,RAI14,DLAT,PTCD3,SMC4,FARSB,SUGP2,RPL23A,S100A8,S100A9,SFPQ,IGF2BP3,GAPDH,NUP210,SF3B1,HNRNPA1,HNRNPA2B1,HNRNPD,HNRNPK,HNRNPL,HSPA1A,HSPA1L,VARS1,HSPD1,TXLNA,ILF3,ZYX,BAG6,DDX39B,LMNB1
Pubmed	20467437	Direct interaction between hnRNP-M and CDC5L/PLRG1 proteins affects alternative splice site choice.	Pubmed	3.106E-9	2.629E-4	1.532E-6	1.827E-5	44	582	USO1,HNRNPM,FUBP1,CCNB1,SRSF11,SPATA5L1,PLRG1,BZW1,PSMD13,G3BP2,NCAPD2,DIAPH1,DYNC1LI2,DOCK1,SMC4,BRD2,RBM7,RXRB,ARAP1,XRN2,SFPQ,SRSF6,IPO9,USP39,SNRPD3,RNF130,LUC7L3,GAPDH,SRP19,TUBGCP2,SF3B1,TMPO,TOP2A,U2AF2,EDC4,HNRNPA1,HNRNPA2B1,HNRNPD,HNRNPK,HSPD1,ILF3,INTS3,DDX39B,SYMPK
Pubmed	1973145	An update of mouse and human HOX gene nomenclature.	Pubmed	3.132E-9	2.651E-4	1.532E-6	1.827E-5	6	7	HOXD3,HOXD4,HOXD8,HOXD10,HOXD11,HOXD12
Pubmed	2566383	The murine and Drosophila homeobox gene complexes have common features of organization and expression.	Pubmed	3.132E-9	2.651E-4	1.532E-6	1.827E-5	6	7	HOXB3,HOXB4,HOXB5,HOXB6,HOXB8,HOXB9
Pubmed	7680626	Conservation and divergence of patterns of expression and lineage-specific transcripts in orthologues and paralogues of the mouse Hox-1.4 gene.	Pubmed	3.132E-9	2.651E-4	1.532E-6	1.827E-5	6	7	HOXA1,HOXA3,HOXA5,HOXA7,HOXB4,HOXD4
Pubmed	2463210	Characterization of a murine homeo box gene, Hox-2.6, related to the Drosophila Deformed gene.	Pubmed	3.132E-9	2.651E-4	1.532E-6	1.827E-5	6	7	HOXB3,HOXB4,HOXB5,HOXB6,HOXB8,HOXB9
Pubmed	2906328	Gene organization of murine homeobox-containing gene clusters.	Pubmed	3.132E-9	2.651E-4	1.532E-6	1.827E-5	6	7	HOXB3,HOXB4,HOXB5,HOXB6,HOXB8,HOXB9
Pubmed	19266017	Uncoupling time and space in the collinear regulation of Hox genes.	Pubmed	3.132E-9	2.651E-4	1.532E-6	1.827E-5	6	7	HOXD3,HOXD4,HOXD10,HOXD11,HOXD12,HOXD13
Pubmed	20412781	Resolution of cell fate decisions revealed by single-cell gene expression analysis from zygote to blastocyst.	Pubmed	3.571E-9	3.023E-4	1.737E-6	2.071E-5	51	737	GATAD2B,TEAD2,MTF1,PRDM1,NFE2L2,NKX3-1,ZNF598,CREB3L4,PAX6,PBX2,GCM2,ABT1,ZNF324,ZNF653,TBX4,ZFP28,POU5F1,ZNF385A,ATF2,ATF6B,PPP1R10,KDM4A,ZSCAN12,SOX7,BRD2,ZMAT2,ZNF219,ETS1,RXRB,ZNF644,SOX6,DCUN1D5,ZMYND11,ASH1L,GATA4,GBX2,ZMAT5,CBX2,SATB2,PRR3,IKZF5,KAT7,GTF2A1,BAZ2A,NR2C1,HOXB6,OSR1,ZKSCAN8,ZYX,TBX20,MXD1
Pubmed	21549307	Maintenance of silent chromatin through replication requires SWI/SNF-like chromatin remodeler SMARCAD1.	Pubmed	3.764E-9	3.186E-4	1.805E-6	2.152E-5	18	116	HNRNPM,ZNF235,ZNF324,PELP1,ZNF460,EHMT2,GTF3C2,TMPO,TOP2A,CBX3,U2AF2,HNRNPD,HNRNPK,HNRNPL,ILF3,USP7,LMNB1,SYMPK
Pubmed	10885747	A large targeted deletion of Hoxb1-Hoxb9 produces a series of single-segment anterior homeotic transformations.	Pubmed	3.795E-9	3.212E-4	1.805E-6	2.152E-5	7	11	HOXB13,HOXB3,HOXB4,HOXB5,HOXB6,HOXB8,HOXB9
Pubmed	2878432	Cognate homeo-box loci mapped on homologous human and mouse chromosomes.	Pubmed	3.795E-9	3.212E-4	1.805E-6	2.152E-5	7	11	HOXA1,HOXA3,HOXB5,HOXC4,HOXC5,HOXC6,HOXC13
Pubmed	16024804	Mammalian polyhomeotic homologues Phc2 and Phc1 act in synergy to mediate polycomb repression of Hox genes.	Pubmed	3.795E-9	3.212E-4	1.805E-6	2.152E-5	7	11	HOXA5,HOXB3,HOXB4,HOXB6,HOXB8,HOXC6,HOXD4
Pubmed	30575818	Loss of ER retention motif of AGR2 can impact mTORC signaling and promote cancer metastasis.	Pubmed	3.979E-9	3.368E-4	1.882E-6	2.244E-5	54	807	ABCF1,ARF1,ATP6V1G2,HNRNPM,CA2,UQCR10,CLIC1,BZW1,PSMB2,PSMB6,PSMD13,PSME1,DIAPH1,AURKAIP1,QARS1,DYNC2H1,IPO4,NUTF2,RPL23A,LRRC59,RPS24,RPS27,SCD,XRN2,SFPQ,SHMT2,NT5C2,GAPDH,ASH1L,TARS1,GPD2,PCDHA8,CBX5,RNF20,TPM3,CBX3,U2AF2,EDC4,HNRNPA1,HNRNPA2B1,HNRNPD,HNRNPK,HNRNPL,TXNRD1,NAA35,HSPA1B,HSPA1L,HSPD1,IDH2,ZNF749,ILF3,USP7,RAB25,LMNB1
Pubmed	31180492	Proteomic characterization of chromosomal common fragile site (CFS)-associated proteins uncovers ATRX as a regulator of CFS stability.	Pubmed	4.122E-9	3.489E-4	1.939E-6	2.311E-5	47	652	GATAD2B,THOC5,NCOA5,NACA,HNRNPM,CLIC1,PLRG1,POLR2B,POLR1C,PSMD13,ZC3H11A,RBBP8,RBM4B,SMC4,RPL23A,RPL26,LRRC59,RPS24,S100A8,S100A9,RMI1,HMGN4,FLOT2,SFPQ,FOLR1,ERLIN1,IGF2BP3,PELP1,USP39,SNRPD3,GAPDH,NUP210,CKAP4,SF3B1,TMPO,TOP2A,CBX3,HNRNPA1,HNRNPA2B1,HNRNPD,HNRNPK,HNRNPL,HSPA1A,HSPD1,ILF3,DDX39B,LMNB1
Pubmed	21529712	Ribosome-mediated specificity in Hox mRNA translation and vertebrate tissue patterning.	Pubmed	4.279E-9	3.622E-4	2.001E-6	2.386E-5	16	91	NKX2-2,PAX6,RPL23A,RPL26,RPS24,RPS27,HOXB13,HOXA5,HOXA7,HOXB9,HOXC4,HOXC5,HOXC6,HOXC13,HOXD10,HOXD12
Pubmed	16672333	Pbx1/Pbx2 requirement for distal limb patterning is mediated by the hierarchical control of Hox gene spatial distribution and Shh expression.	Pubmed	5.571E-9	4.716E-4	2.591E-6	3.089E-5	9	23	PBX2,DLX6,GLI1,HOXA9,HOXA13,HOXD10,HOXD11,HOXD12,HOXD13
Pubmed	31048545	WWP2 ubiquitylates RNA polymerase II for DNA-PK-dependent transcription arrest and repair at DNA breaks.	Pubmed	5.604E-9	4.744E-4	2.592E-6	3.091E-5	45	615	ABCF1,EIF3I,NACA,HNRNPM,NF2,SLC25A3,PLRG1,EEF1E1,POLR2B,PPP1R10,PSME1,PSME2,UBAP2L,G3BP2,QARS1,SDAD1,UBA6,RPL23A,RPL26,LRRC59,RPS24,RPS27,S100A2,EIF3M,SFPQ,SRSF6,SNRPD3,LUC7L3,AHDC1,EIF3K,CKAP4,WWP1,WWP2,SF3B1,TOP2A,U2AF2,HNRNPA1,HNRNPA2B1,HNRNPD,HNRNPK,HNRNPL,HSPA1A,ILF3,DAP3,KIFC1
Pubmed	27173435	An organelle-specific protein landscape identifies novel diseases and molecular mechanisms.	Pubmed	5.871E-9	4.969E-4	2.701E-6	3.220E-5	75	1321	MAK,ABCF1,CGN,IFT80,NIPSNAP1,BLOC1S2,CNOT6L,BBS4,BCKDHA,NFKBIL1,UNC119,ZW10,SLC9A3R2,SPATA5L1,ZRANB2,MOB4,CCDC28B,IFFO1,CTSA,PPP1R10,NEK8,CSNK2B,RAI14,BZW1,EDRF1,PSMD13,QARS1,DYNC1LI2,DYNC2H1,SMC6,SMC4,IPO4,TIMM9,RSRC1,SCD,TIMM17A,EIF3M,VTI1B,XRN2,SRSF6,COPZ1,COBLL1,CCDC150,SHMT2,ERLIN1,MAPRE3,IPO9,IFT122,DCAF11,TBR1,FGD6,SNRPD3,SNRPG,GALC,CISD1,ACTR10,IKBIP,CCDC154,EIF3K,DNAJB4,PPP1R11,B9D2,GTF3C2,CDK20,HSPA1L,IDH2,XRCC4,TXLNA,CENPH,CRTC2,ZYX,FAM117A,KPNA4,PIGS,THAP11
Pubmed	29884807	Interactome analyses revealed that the U1 snRNP machinery overlaps extensively with the RNAP II machinery and contains multiple ALS/SMA-causative proteins.	Pubmed	6.176E-9	5.228E-4	2.811E-6	3.351E-5	26	244	THOC5,NCOA5,HNRNPM,PLRG1,POLR2B,PPP1R10,SMC4,SUGP2,RBM7,RSRC1,XRN2,SFPQ,SRSF6,IGF2BP3,SNRPD3,SNRPF,SF3B1,TMPO,U2AF2,HNRNPA1,HNRNPA2B1,HNRNPD,HNRNPK,HNRNPL,HSPA1A,ILF3
Pubmed	30349055	Heterozygous deletion of chromosome 17p renders prostate cancer vulnerable to inhibition of RNA polymerase II.	Pubmed	6.176E-9	5.228E-4	2.811E-6	3.351E-5	26	244	HNRNPM,SLC25A3,POLR2B,GLT8D2,RCN1,IPO4,RPL23A,RPS27,HAX1,SRSF6,SKP2,DCAF11,NEDD8-MDP1,CBX5,CBX3,HNRNPA2B1,HNRNPD,HNRNPK,HNRNPL,HSPA1A,HSPA1L,ARMC6,HSPD1,ILF3,ITGB8,LMNB1
Pubmed	29892012	An interactome perturbation framework prioritizes damaging missense mutations for developmental disorders.	Pubmed	6.821E-9	5.774E-4	3.087E-6	3.681E-5	40	513	SPRED2,MTMR9,STAC3,BLK,GCM2,SRSF11,CLK2,CCDC106,LONRF1,BLOC1S6,ZC3H11A,G3BP2,PTCD3,RNF31,RBM4B,AMDHD2,BOLA1,TRIM27,PPIF,TRIM17,RBM7,RXRB,CD209,TRIM38,IKZF3,SHMT2,RUFY1,WWP1,WWP2,PRR3,EMILIN1,DDAH2,SMUG1,HNRNPK,HOXA1,RIC8A,TXLNA,ZYX,ABHD16A,TRIM54
Pubmed	33060197	Comparative host-coronavirus protein interaction networks reveal pan-viral disease mechanisms.	Pubmed	6.944E-9	5.878E-4	3.126E-6	3.728E-5	51	752	ACADM,DOCK6,AGPS,EIF3I,VAMP8,NEU1,ZNF598,NVL,SPATA5L1,YIPF3,THTPA,KANK2,CSNK2B,BZW1,TMEM214,UBAP2L,G3BP2,INHBE,PIGK,TIMM9,BRD2,SUGP2,NUTF2,LMBRD2,ASCC2,EIF3M,RNPC3,TM9SF1,TRMT1,NPC2,IQCC,SRP19,TUBGCP2,GGCX,NUP210,EIF3K,OS9,DNAJB4,TK2,TXNRD1,ZBTB16,EXOSC5,DAP3,USP7,BAG6,KPNA4,PIGS,SLC44A2,PUSL1,RBPMS2,CBX8
Pubmed	16033648	A genome-wide in situ hybridization map of RNA-binding proteins reveals anatomically restricted expression in the developing mouse brain.	Pubmed	7.267E-9	6.151E-4	3.255E-6	3.881E-5	29	299	AGO4,HNRNPM,FUBP1,NOVA2,SRSF11,DUS2,G3BP2,PINX1,RBM4B,RBM6,RBM5,ELAVL3,ELMOD3,SFPQ,SRSF6,IGF2BP3,SNRPF,SNRPG,MAK16,SF3B1,U2AF2,HNRNPA1,HNRNPD,HNRNPK,HNRNPL,CNBP,ILF3,GPANK1,RBPMS2
Pubmed	30196744	ATG5 is required for B cell polarization and presentation of particulate antigens.	Pubmed	7.635E-9	6.463E-4	3.401E-6	4.056E-5	47	665	MAT2A,ISY1,ARRB2,SUGP1,EIF3I,CWF19L2,SLC25A3,CLIC1,CLK2,ZRANB2,MOB4,POLR1A,EEF1E1,POLR2B,C1orf35,ANKRD44,CSNK2B,ZC3H11A,G3BP2,SMC4,FARSB,TRIM27,SDAD1,SLC25A13,CWF19L1,RPS27,RSRC1,S100A8,EIF3M,XRN2,IKZF3,SNRPF,NUP210,CKAP4,CBX5,TOP2A,CBX3,HNRNPA1,HNRNPA2B1,HNRNPD,HSPD1,HSPE1,TXLNA,DDX39B,ATG16L2,LCP1,LMNB1
Pubmed	31896583	The formation of the thumb requires direct modulation of 	Pubmed	8.693E-9	7.358E-4	3.838E-6	4.576E-5	9	24	PAX9,GLI1,TBX2,HOXA13,HOXD4,HOXD10,HOXD11,HOXD12,HOXD13
Pubmed	10469308	Genetic mapping and physical cloning of UVB susceptibility region in mice.	Pubmed	8.887E-9	7.523E-4	3.838E-6	4.576E-5	7	12	NFKBIL1,CSNK2B,BAG6,GPANK1,DDX39B,ABHD16A,LTB
Pubmed	26633036	LncRNA-HIT Functions as an Epigenetic Regulator of Chondrogenesis through Its Recruitment of p100/CBP Complexes.	Pubmed	8.887E-9	7.523E-4	3.838E-6	4.576E-5	7	12	HOTTIP,GAPDH,HOXA9,HOXA13,HOXD11,HOXD12,HOXD13
Pubmed	18835879	Fine mapping of the MHC Class III region demonstrates association of AIF1 and rheumatoid arthritis.	Pubmed	8.887E-9	7.523E-4	3.838E-6	4.576E-5	7	12	C6orf47,CSNK2B,APOM,LY6G5C,BAG6,GPANK1,ABHD16A
Pubmed	12231349	Protocadherins.	Pubmed	8.887E-9	7.523E-4	3.838E-6	4.576E-5	7	12	PCDHB16,PCDHB5,PCDHB14,PCDHB13,PCDHB11,PCDHB10,PCDHB9
Pubmed	11335109	Wnt-3a is required for somite specification along the anteroposterior axis of the mouse embryo and for regulation of cdx-1 expression.	Pubmed	8.887E-9	7.523E-4	3.838E-6	4.576E-5	7	12	HOXB4,HOXC6,HOXD3,HOXD4,HOXD11,HOXD13,WNT3A
Pubmed	30320910	Interactome analysis of the human Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1 (hMTr1) protein.	Pubmed	1.073E-8	9.083E-4	4.610E-6	5.497E-5	19	138	ABCF1,HNRNPM,G3BP2,RPL23A,RPL26,RPS24,EIF3M,SRSF6,IGF2BP3,NT5C2,USP39,CKAP4,SF3B1,U2AF2,HNRNPA1,HNRNPA2B1,HNRNPK,HNRNPL,ILF3
Pubmed	28986522	Mammalian APE1 controls miRNA processing and its interactome is linked to cancer RNA metabolism.	Pubmed	1.103E-8	9.333E-4	4.714E-6	5.620E-5	58	925	MDM4,IFT80,DHX16,APAF1,APEH,MSH5,NEU1,NF2,NFATC4,AP1G2,ZNF598,CCDC28B,C1orf43,ATF2,CTSB,PSME1,PINX1,QARS1,RABGGTA,DPH1,ARID4A,IPO4,MRPL4,TRIM17,SEZ6,ENKD1,SLC41A2,ELMOD3,POLK,FLOT2,SFPQ,CENPT,COPZ1,AGPAT1,TRMT1,ST3GAL3,SEC31A,TUBGCP2,JTB,VAMP1,EIF3K,ARHGEF28,MAU2,KAT7,SEC14L2,SMUG1,HNRNPA1,HNRNPL,RAB43,ISY1-RAB43,RIC8A,ZNF573,ZNF189,ZKSCAN8,SDR39U1,CLPB,SLC39A7,SAPCD1
Pubmed	2890503	New murine homeoboxes: structure, chromosomal assignment, and differential expression in adult erythropoiesis.	Pubmed	1.223E-8	1.035E-3	5.024E-6	5.991E-5	6	8	HOXB3,HOXB4,HOXB5,HOXB6,HOXD3,HOXD4
Pubmed	2570724	Differential expression of human HOX-2 genes along the anterior-posterior axis in embryonic central nervous system.	Pubmed	1.223E-8	1.035E-3	5.024E-6	5.991E-5	6	8	HOXB3,HOXB4,HOXB5,HOXB6,HOXB8,HOXB9
Pubmed	10319820	Breaking colinearity in the mouse HoxD complex.	Pubmed	1.223E-8	1.035E-3	5.024E-6	5.991E-5	6	8	HOXD4,HOXD8,HOXD10,HOXD11,HOXD12,HOXD13
Pubmed	18562676	Long noncoding RNAs in mouse embryonic stem cell pluripotency and differentiation.	Pubmed	1.223E-8	1.035E-3	5.024E-6	5.991E-5	6	8	EVX1-AS,DLX1,DLX2,EVX1,HOXB5,HOXB6
Pubmed	10364522	Monodactylous limbs and abnormal genitalia are associated with hemizygosity for the human 2q31 region that includes the HOXD cluster.	Pubmed	1.223E-8	1.035E-3	5.024E-6	5.991E-5	6	8	HOXD3,HOXD4,HOXD8,HOXD10,HOXD11,HOXD12
Pubmed	1976088	Mouse Hox-3.4: homeobox sequence and embryonic expression patterns compared with other members of the Hox gene network.	Pubmed	1.223E-8	1.035E-3	5.024E-6	5.991E-5	6	8	HOXA3,HOXA5,HOXA6,HOXB5,HOXC5,HOXC6
Pubmed	16399081	Control of Hoxd genes' collinearity during early limb development.	Pubmed	1.223E-8	1.035E-3	5.024E-6	5.991E-5	6	8	HOXD4,HOXD8,HOXD10,HOXD11,HOXD12,HOXD13
Pubmed	1981366	Expression of HOX homeogenes in human neuroblastoma cell culture lines.	Pubmed	1.223E-8	1.035E-3	5.024E-6	5.991E-5	6	8	HOXB4,HOXB5,HOXB6,HOXB8,HOXB9,HOXD10
Pubmed	16159877	Proteomic analysis of SRm160-containing complexes reveals a conserved association with cohesin.	Pubmed	1.318E-8	1.116E-3	5.390E-6	6.427E-5	21	170	ISY1,DHX16,NCOA5,EIF3I,HNRNPM,FUBP1,PLRG1,CSNK2B,RBM23,RBM7,SFPQ,SRSF6,SNRPD3,SNRPF,GTF2F1,CBX3,HNRNPA1,HNRNPA2B1,HNRNPL,HSPA1A,HSPD1
Pubmed	28431233	A Compendium of RNA-Binding Proteins that Regulate MicroRNA Biogenesis.	Pubmed	1.426E-8	1.207E-3	5.802E-6	6.919E-5	26	254	SUGP1,HNRNPM,PLRG1,ZNF385A,MIR16-1,MIR16-2,MIR15B,ZC3H11A,G3BP2,QARS1,PTCD3,RBM4B,SUGP2,RBM6,RBM5,SFPQ,IGF2BP3,WWP1,WWP2,SF3B1,EDC4,HNRNPA1,HNRNPA2B1,HNRNPK,HNRNPL,SYMPK
Pubmed	15231748	Functional proteomics mapping of a human signaling pathway.	Pubmed	1.437E-8	1.216E-3	5.819E-6	6.939E-5	43	591	GATAD2B,ARRB2,TMEM139,MTMR4,PCDH1,PEX6,SECISBP2,TBX4,RNF14,PPP1R10,ZFYVE16,SYTL2,QRICH1,SOX7,PTPRF,DIAPH1,QARS1,ZNF329,UBA6,ASCC2,NID2,SFPQ,RNPC3,RNF123,PELP1,DAAM1,ZMYND11,ASH1L,OS9,WWP1,WWP2,ARHGAP9,SF3B1,ZNF587,SNAPIN,U2AF2,VWF,ZBTB16,ZYX,CLPB,BAG6,LAMC1,LRP1
Pubmed	9551980	Molecular analysis of the major MHC recombinational hot spot located within the G7c gene of the murine class III region that is involved in disease susceptibility.	Pubmed	1.702E-8	1.441E-3	6.610E-6	7.881E-5	5	5	LSM2,VWA7,HSPA1A,VARS1,ABHD16A
Pubmed	11797099	Genotype versus phenotype: conflicting results in mapping a lung tumor susceptibility locus to the G7c recombination interval in the mouse MHC class III region.	Pubmed	1.702E-8	1.441E-3	6.610E-6	7.881E-5	5	5	MSH5,LSM2,VWA7,VARS1,SAPCD1
Pubmed	12357469	Limb malformations and the human HOX genes.	Pubmed	1.702E-8	1.441E-3	6.610E-6	7.881E-5	5	5	HOXD8,HOXD10,HOXD11,HOXD12,HOXD13
Pubmed	7954431	Hox genes in normal and neoplastic mouse mammary gland.	Pubmed	1.702E-8	1.441E-3	6.610E-6	7.881E-5	5	5	HOXA1,HOXA7,HOXB6,HOXC6,HOXD12
Pubmed	2477242	Identification of multiple HTF-island associated genes in the human major histocompatibility complex class III region.	Pubmed	1.702E-8	1.441E-3	6.610E-6	7.881E-5	5	5	MSH5,C6orf47,MSH5-SAPCD1,VARS1,SAPCD1
Pubmed	17008713	Characterization of the five novel Ly-6 superfamily members encoded in the MHC, and detection of cells expressing their potential ligands.	Pubmed	1.702E-8	1.441E-3	6.610E-6	7.881E-5	5	5	LY6G5B,LY6G6D,LY6G6E,LY6G5C,LY6G6C
Pubmed	9417910	Cloning, sequencing, gene organization, and localization of the human ribosomal protein RPL23A gene.	Pubmed	1.702E-8	1.441E-3	6.610E-6	7.881E-5	5	5	RPL23A,SNORD4B,SNORD4A,SNORD42B,SNORD42A
Pubmed	19546318	Fork stalling and template switching as a mechanism for polyalanine tract expansion affecting the DYC mutant of HOXD13, a new murine model of synpolydactyly.	Pubmed	1.702E-8	1.441E-3	6.610E-6	7.881E-5	5	5	HOXA13,HOXD10,HOXD11,HOXD12,HOXD13
Pubmed	12079290	Transcriptional analysis of a novel cluster of LY-6 family members in the human and mouse major histocompatibility complex: five genes with many splice forms.	Pubmed	1.702E-8	1.441E-3	6.610E-6	7.881E-5	5	5	LY6G5B,LY6G6D,LY6G6E,LY6G5C,LY6G6C
Pubmed	11161479	Pax6 regulates the identity of embryonic diencephalic neurons.	Pubmed	1.879E-8	1.591E-3	7.230E-6	8.620E-5	7	13	NKX2-2,PAX6,DLX1,DLX2,DLX3,DLX6,TH
Pubmed	12799141	Dlx transcription factors regulate differentiation of dopaminergic neurons of the ventral thalamus.	Pubmed	1.879E-8	1.591E-3	7.230E-6	8.620E-5	7	13	ASCL1,PAX6,DLX1,DLX2,DLX3,DLX6,TH
Pubmed	19853565	Cdx and Hox genes differentially regulate posterior axial growth in mammalian embryos.	Pubmed	2.017E-8	1.708E-3	7.692E-6	9.171E-5	8	19	UNCX,HOXB13,HOXA5,HOXA13,HOXB8,HOXC13,HOXD13,WNT3A
Pubmed	10835630	Plzf regulates limb and axial skeletal patterning.	Pubmed	2.017E-8	1.708E-3	7.692E-6	9.171E-5	8	19	GLI1,HOXA13,HOXC6,HOXD10,HOXD11,HOXD12,HOXD13,ZBTB16
Pubmed	31665637	STING-Mediated IFI16 Degradation Negatively Controls Type I Interferon Production.	Pubmed	2.491E-8	2.108E-3	9.455E-6	1.127E-4	29	316	ABCF1,MAT2A,HNRNPM,NVL,SRSF11,POLR1C,PSMD13,G3BP2,PINX1,DLAT,QARS1,RBM4B,SDAD1,SLC25A13,OBSCN,XRN2,SFPQ,SRSF6,USP39,SF3B1,GTF3C2,U2AF2,HNRNPA1,HNRNPD,HNRNPK,HNRNPL,HSPA1B,HSPD1,ILF3
